generation	repeats	mean	best	mutation rate
702	1	11,337	18,443	0,00000
703	0	11,276	16,999	0,00000
704	0	11,322	19,463	0,00000
705	0	11,036	16,185	0,00000
706	0	11,038	16,886	0,00000
707	1	11,209	14,933	0,00000
708	0	10,851	17,267	0,00000
709	0	10,993	19,026	0,00000
710	0	11,077	18,725	0,00000
711	0	10,715	16,756	0,00000
712	0	10,940	18,686	0,00000
713	0	11,192	19,559	0,00000
714	0	10,942	17,540	0,00000
715	0	10,926	21,074	0,00000
716	0	10,910	18,517	0,00000
717	0	11,225	18,036	0,00000
718	0	11,132	16,962	0,00000
719	0	10,727	16,929	0,00000
720	0	10,810	15,937	0,00000
721	1	10,725	19,596	0,00000
722	0	11,121	17,264	0,00000
723	0	10,793	17,703	0,00000
724	0	10,615	15,614	0,00000
725	0	10,971	17,422	0,00000
726	1	10,890	18,724	0,00000
727	1	11,285	18,285	0,00000
728	0	11,230	15,119	0,00000
729	0	10,995	17,572	0,00000
730	0	10,903	16,234	0,00000
731	1	11,031	17,270	0,00000
732	1	10,850	15,623	0,00000
733	0	10,778	16,689	0,00000
734	1	10,742	17,571	0,00000
735	0	10,657	17,528	0,00000
736	0	11,074	21,256	0,00000
737	0	10,932	20,470	0,00000
738	0	11,053	18,935	0,00000
739	1	11,227	18,494	0,00000
740	0	11,384	18,810	0,00000
741	0	11,570	20,643	0,00000
742	1	11,440	20,391	0,00000
743	1	11,320	18,283	0,00000
744	0	11,607	19,858	0,00000
745	0	11,728	20,119	0,00000
746	0	11,458	18,901	0,00000
747	0	11,451	19,614	0,00000
748	1	11,020	18,311	0,00000
749	0	10,911	18,898	0,00000
750	1	10,771	19,598	0,00000
751	0	11,101	17,933	0,00000
752	0	11,853	21,480	0,00000
753	0	11,651	17,397	0,00000
754	1	11,176	15,405	0,00000
755	0	10,776	15,205	0,00000
756	0	10,765	16,857	0,00000
757	1	10,803	16,661	0,00000
758	0	10,835	17,747	0,00000
759	0	10,764	18,324	0,00000
760	1	10,695	17,543	0,00000
761	0	10,893	19,455	0,00000
762	0	10,916	16,976	0,00000
763	0	10,745	16,367	0,00000
764	0	10,846	15,390	0,00000
765	0	11,267	16,013	0,00000
766	0	11,401	17,685	0,00000
767	1	11,475	17,695	0,00000
768	1	11,538	15,314	0,00000
769	3	11,551	16,227	0,00000
770	0	11,308	18,414	0,00000
771	1	11,451	20,701	0,00000
772	0	11,588	18,409	0,00000
773	0	11,282	17,530	0,00000
774	1	11,212	19,568	0,00000
775	0	11,637	23,115	0,00000
776	0	11,375	20,941	0,00000
777	1	11,493	19,308	0,00000
778	0	11,732	20,668	0,00000
779	0	11,805	20,204	0,00000
780	0	12,011	18,562	0,00000
781	1	12,041	17,717	0,00000
782	0	11,758	16,512	0,00000
783	0	11,538	15,669	0,00000
784	0	11,274	16,952	0,00000
785	0	11,369	20,875	0,00000
786	0	11,049	18,574	0,00000
787	1	11,198	19,017	0,00000
788	0	11,073	17,140	0,00000
789	0	10,863	18,653	0,00000
790	0	10,897	16,870	0,00000
791	0	10,802	19,463	0,00000
792	0	10,769	17,034	0,00000
793	1	10,859	18,021	0,00000
794	1	11,267	17,784	0,00000
795	0	10,983	17,551	0,00000
796	3	10,903	17,911	0,00000
797	0	11,177	17,446	0,00000
798	0	11,186	17,823	0,00000
799	0	11,574	17,414	0,00000
800	0	11,580	20,070	0,00000
801	0	11,337	18,039	0,00000
802	1	10,957	17,476	0,00000
803	0	11,125	20,419	0,00000
804	0	11,242	17,946	0,00000
805	1	11,086	17,178	0,00000
806	0	11,371	17,373	0,00000
807	0	11,000	17,863	0,00000
808	1	10,951	18,844	0,00000
809	0	11,092	19,925	0,00000
810	0	11,354	20,223	0,00000
811	0	11,387	17,454	0,00000
812	0	11,332	19,635	0,00000
813	0	11,431	16,781	0,00000
814	0	11,194	22,839	0,00000
815	0	11,249	18,375	0,00000
816	0	11,108	17,056	0,00000
817	0	11,036	20,470	0,00000
